,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam2-F,AirBeam2-PM1,AirBeam2-PM10,AirBeam2-PM2.5,AirBeam2-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1,M-I-PM-07NOV19-CLA,2019-11-07T20:17:16.086,3.3426221,-76.5299449,,0.0,,,
2,M-I-PM-07NOV19-CLA,2019-11-07T20:17:16.099,3.3426221,-76.5299449,,,,1.0,
3,M-I-PM-07NOV19-CLA,2019-11-07T20:17:16.100,3.3426221,-76.5299449,,,1.0,,
4,M-I-PM-07NOV19-CLA,2019-11-07T20:17:16.829,3.3426221,-76.5299449,76.0,,,,
5,M-I-PM-07NOV19-CLA,2019-11-07T20:17:16.836,3.3426221,-76.5299449,,,,,86.0
6,M-I-PM-07NOV19-CLA,2019-11-07T20:17:17.091,3.3426332,-76.5299607,,0.0,,,
7,M-I-PM-07NOV19-CLA,2019-11-07T20:17:17.092,3.3426332,-76.5299607,,,,1.0,
8,M-I-PM-07NOV19-CLA,2019-11-07T20:17:17.095,3.3426332,-76.5299607,,,1.0,,
9,M-I-PM-07NOV19-CLA,2019-11-07T20:17:17.830,3.3426332,-76.5299607,76.0,,,,
10,M-I-PM-07NOV19-CLA,2019-11-07T20:17:17.837,3.3426332,-76.5299607,,,,,85.0
11,M-I-PM-07NOV19-CLA,2019-11-07T20:17:18.086,3.3426332,-76.5299607,,0.0,,,
12,M-I-PM-07NOV19-CLA,2019-11-07T20:17:18.087,3.3426332,-76.5299607,,,,1.0,
13,M-I-PM-07NOV19-CLA,2019-11-07T20:17:18.089,3.3426332,-76.5299607,,,2.0,,
14,M-I-PM-07NOV19-CLA,2019-11-07T20:17:18.832,3.3426332,-76.5299607,76.0,,,,
15,M-I-PM-07NOV19-CLA,2019-11-07T20:17:18.839,3.3426332,-76.5299607,,,,,85.0
16,M-I-PM-07NOV19-CLA,2019-11-07T20:17:19.087,3.3426332,-76.5299607,,0.0,,,
17,M-I-PM-07NOV19-CLA,2019-11-07T20:17:19.089,3.3426332,-76.5299607,,,,1.0,
18,M-I-PM-07NOV19-CLA,2019-11-07T20:17:19.090,3.3426332,-76.5299607,,,2.0,,
19,M-I-PM-07NOV19-CLA,2019-11-07T20:17:19.830,3.3426332,-76.5299607,76.0,,,,
20,M-I-PM-07NOV19-CLA,2019-11-07T20:17:19.834,3.3426332,-76.5299607,,,,,86.0
21,M-I-PM-07NOV19-CLA,2019-11-07T20:17:20.083,3.3426332,-76.5299607,,0.0,,,
22,M-I-PM-07NOV19-CLA,2019-11-07T20:17:20.085,3.3426332,-76.5299607,,,,2.0,
23,M-I-PM-07NOV19-CLA,2019-11-07T20:17:20.087,3.3426332,-76.5299607,,,4.0,,
24,M-I-PM-07NOV19-CLA,2019-11-07T20:17:20.833,3.3426332,-76.5299607,76.0,,,,
25,M-I-PM-07NOV19-CLA,2019-11-07T20:17:20.842,3.3426332,-76.5299607,,,,,86.0
