Timestamp,PM2.5
2019-10-07,11.020661157024794
2019-10-08,10.67936024371668
2019-10-09,13.036109064112011
2019-10-10,15.475254730713246
2019-10-11,13.730543933054394
2019-10-12,12.869350282485875
2019-10-13,6.474926253687316
2019-10-30,9.67330016583748
2019-10-31,14.610757254069355
2019-11-01,11.559381588193956
2019-11-02,12.326801959412176
2019-11-03,7.793127629733521
2019-11-04,10.048763250883392
2019-11-05,8.49645390070922
2019-11-06,7.6968197879858655
2019-11-07,10.752832861189802
2019-11-08,10.47887323943662
2019-11-09,7.626412429378531
2019-11-10,6.1573426573426575
2019-11-11,11.30028129395218
2019-11-12,5.419523099850969
2019-11-13,6.332621082621083
2019-11-14,8.319357092941999
2019-11-15,7.587338804220399
