,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam2-F,AirBeam2-PM1,AirBeam2-PM10,AirBeam2-PM2.5,AirBeam2-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1,M-I-PM-28Oct19-CLA,2019-10-28T20:10:33.036,3.3431414,-76.5298338,81.0,,,,
2,M-I-PM-28Oct19-CLA,2019-10-28T20:10:33.284,3.3431414,-76.5298338,,,,,80.0
3,M-I-PM-28Oct19-CLA,2019-10-28T20:10:33.285,3.3431414,-76.5298338,,3.0,9.0,7.0,
4,M-I-PM-28Oct19-CLA,2019-10-28T20:10:34.040,3.3431414,-76.5298338,82.0,,,,
5,M-I-PM-28Oct19-CLA,2019-10-28T20:10:34.277,3.3431414,-76.5298338,,,,,80.0
6,M-I-PM-28Oct19-CLA,2019-10-28T20:10:34.278,3.3431414,-76.5298338,,3.0,,7.0,
7,M-I-PM-28Oct19-CLA,2019-10-28T20:10:34.279,3.3431414,-76.5298338,,,9.0,,
8,M-I-PM-28Oct19-CLA,2019-10-28T20:10:35.037,3.3431389,-76.529836,81.0,,,,
9,M-I-PM-28Oct19-CLA,2019-10-28T20:10:35.282,3.3431389,-76.529836,,3.0,,,80.0
10,M-I-PM-28Oct19-CLA,2019-10-28T20:10:35.285,3.3431389,-76.529836,,,9.0,7.0,
11,M-I-PM-28Oct19-CLA,2019-10-28T20:10:36.286,3.3431382,-76.5298373,82.0,,,,
12,M-I-PM-28Oct19-CLA,2019-10-28T20:10:36.527,3.3431381,-76.5298373,,4.0,,,80.0
13,M-I-PM-28Oct19-CLA,2019-10-28T20:10:36.528,3.3431381,-76.5298373,,,9.0,7.0,
14,M-I-PM-28Oct19-CLA,2019-10-28T20:10:37.034,3.3431381,-76.5298373,82.0,,,,
15,M-I-PM-28Oct19-CLA,2019-10-28T20:10:37.285,3.3431381,-76.5298373,,4.0,,,80.0
16,M-I-PM-28Oct19-CLA,2019-10-28T20:10:37.286,3.3431381,-76.5298373,,,9.0,7.0,
17,M-I-PM-28Oct19-CLA,2019-10-28T20:10:38.036,3.3431381,-76.5298373,81.0,,,,
18,M-I-PM-28Oct19-CLA,2019-10-28T20:10:38.277,3.3431381,-76.5298373,,,,,80.0
19,M-I-PM-28Oct19-CLA,2019-10-28T20:10:38.278,3.3431381,-76.5298373,,4.0,9.0,6.0,
20,M-I-PM-28Oct19-CLA,2019-10-28T20:10:39.036,3.3431376,-76.52984,81.0,,,,
21,M-I-PM-28Oct19-CLA,2019-10-28T20:10:39.285,3.3431376,-76.52984,,4.0,,,80.0
22,M-I-PM-28Oct19-CLA,2019-10-28T20:10:39.286,3.3431376,-76.52984,,,8.0,7.0,
23,M-I-PM-28Oct19-CLA,2019-10-28T20:10:40.035,3.3431376,-76.52984,81.0,,,,
24,M-I-PM-28Oct19-CLA,2019-10-28T20:10:40.280,3.3431376,-76.52984,,4.0,,,80.0
