,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C,AirBeam2:001896100C6C
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam2-F,AirBeam2-PM1,AirBeam2-PM10,AirBeam2-PM2.5,AirBeam2-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,degrees Fahrenheit,micrograms per cubic meter,micrograms per cubic meter,micrograms per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1,M-I-AM-28OCT19-CLA,2019-10-28T06:29:41.546,3.3684003,-76.5297637,85.0,,,,
2,M-I-AM-28OCT19-CLA,2019-10-28T06:29:41.792,3.3684003,-76.5297637,,6.0,,,55.0
3,M-I-AM-28OCT19-CLA,2019-10-28T06:29:41.793,3.3684003,-76.5297637,,,11.0,10.0,
4,M-I-AM-28OCT19-CLA,2019-10-28T06:29:42.545,3.3683663,-76.5297609,85.0,,,,
5,M-I-AM-28OCT19-CLA,2019-10-28T06:29:42.797,3.3683663,-76.5297609,,,,,55.0
6,M-I-AM-28OCT19-CLA,2019-10-28T06:29:42.798,3.3683663,-76.5297609,,7.0,11.0,10.0,
7,M-I-AM-28OCT19-CLA,2019-10-28T06:29:43.546,3.3683475,-76.5297589,85.0,,,,
8,M-I-AM-28OCT19-CLA,2019-10-28T06:29:44.041,3.3683475,-76.5297589,,,,,55.0
9,M-I-AM-28OCT19-CLA,2019-10-28T06:29:44.042,3.3683475,-76.5297589,,7.0,,10.0,
10,M-I-AM-28OCT19-CLA,2019-10-28T06:29:44.042,3.3683475,-76.5297589,,,11.0,,
11,M-I-AM-28OCT19-CLA,2019-10-28T06:29:44.547,3.3683272,-76.5297567,85.0,,,,
12,M-I-AM-28OCT19-CLA,2019-10-28T06:29:44.794,3.3683272,-76.5297567,,5.0,,,55.0
13,M-I-AM-28OCT19-CLA,2019-10-28T06:29:44.795,3.3683272,-76.5297567,,,10.0,9.0,
14,M-I-AM-28OCT19-CLA,2019-10-28T06:29:45.547,3.3683038,-76.5297552,85.0,,,,
15,M-I-AM-28OCT19-CLA,2019-10-28T06:29:45.788,3.3683038,-76.5297552,,,,,55.0
16,M-I-AM-28OCT19-CLA,2019-10-28T06:29:45.789,3.3683038,-76.5297552,,5.0,10.0,9.0,
17,M-I-AM-28OCT19-CLA,2019-10-28T06:29:46.546,3.3682616,-76.5297487,85.0,,,,
18,M-I-AM-28OCT19-CLA,2019-10-28T06:29:46.797,3.3682616,-76.5297487,,5.0,,9.0,55.0
19,M-I-AM-28OCT19-CLA,2019-10-28T06:29:46.798,3.3682616,-76.5297487,,,10.0,,
20,M-I-AM-28OCT19-CLA,2019-10-28T06:29:47.795,3.3682616,-76.5297487,85.0,,,,
21,M-I-AM-28OCT19-CLA,2019-10-28T06:29:48.038,3.3682616,-76.5297487,,,,,55.0
22,M-I-AM-28OCT19-CLA,2019-10-28T06:29:48.040,3.3682616,-76.5297487,,6.0,,10.0,
23,M-I-AM-28OCT19-CLA,2019-10-28T06:29:48.041,3.3682616,-76.5297487,,,12.0,,
24,M-I-AM-28OCT19-CLA,2019-10-28T06:29:48.544,3.3681726,-76.5297297,85.0,,,,
