,,,,,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name,Sensor_Package_Name
,,,,,Airbeam2-001896100D37,Airbeam2-001896100D37,Airbeam2-001896100D37,Airbeam2-001896100D37,Airbeam2-001896100D37
,,,,,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name,Sensor_Name
,,,,,AirBeam2-F,AirBeam2-PM1,AirBeam2-PM10,AirBeam2-PM2.5,AirBeam2-RH
,,,,,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type,Measurement_Type
,,,,,Temperature,Particulate Matter,Particulate Matter,Particulate Matter,Humidity
,,,,,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units,Measurement_Units
,,,,,fahrenheit,microgram per cubic meter,microgram per cubic meter,microgram per cubic meter,percent
ObjectID,Session_Name,Timestamp,Latitude,Longitude,1:Measurement_Value,2:Measurement_Value,3:Measurement_Value,4:Measurement_Value,5:Measurement_Value
1,F-KOM,2019-10-07T16:40:00.000,3.3417897,-76.530602798,78.0,6.0,12.0,9.0,72.0
2,F-KOM,2019-10-07T16:41:00.000,3.3417897,-76.530602798,79.0,5.0,11.0,8.0,71.0
3,F-KOM,2019-10-07T16:42:00.000,3.3417897,-76.530602798,80.0,4.0,8.0,7.0,
4,F-KOM,2019-10-07T16:43:00.000,3.3417897,-76.530602798,81.0,4.0,10.0,7.0,72.0
5,F-KOM,2019-10-07T16:44:00.000,3.3417897,-76.530602798,82.0,4.0,9.0,,72.0
6,F-KOM,2019-10-07T16:45:00.000,3.3417897,-76.530602798,,4.0,,6.0,71.0
7,F-KOM,2019-10-07T16:46:00.000,3.3417897,-76.530602798,83.0,3.0,7.0,6.0,70.0
8,F-KOM,2019-10-07T16:47:00.000,3.3417897,-76.530602798,84.0,3.0,7.0,6.0,
9,F-KOM,2019-10-07T16:48:00.000,3.3417897,-76.530602798,84.0,,7.0,5.0,69.0
10,F-KOM,2019-10-07T16:49:00.000,3.3417897,-76.530602798,,3.0,8.0,6.0,68.0
11,F-KOM,2019-10-07T16:50:00.000,3.3417897,-76.530602798,85.0,3.0,,6.0,68.0
12,F-KOM,2019-10-07T16:51:00.000,3.3417897,-76.530602798,85.0,4.0,8.0,7.0,68.0
13,F-KOM,2019-10-07T16:52:00.000,3.3417897,-76.530602798,85.0,2.0,6.0,4.0,67.0
14,F-KOM,2019-10-07T16:53:00.000,3.3417897,-76.530602798,85.0,2.0,4.0,4.0,67.0
15,F-KOM,2019-10-07T16:54:00.000,3.3417897,-76.530602798,85.0,3.0,7.0,6.0,67.0
16,F-KOM,2019-10-07T16:55:00.000,3.3417897,-76.530602798,86.0,3.0,6.0,5.0,67.0
17,F-KOM,2019-10-07T16:56:00.000,3.3417897,-76.530602798,86.0,3.0,6.0,6.0,67.0
18,F-KOM,2019-10-07T16:57:00.000,3.3417897,-76.530602798,86.0,3.0,6.0,5.0,66.0
19,F-KOM,2019-10-07T16:58:00.000,3.3417897,-76.530602798,87.0,3.0,,5.0,66.0
20,F-KOM,2019-10-07T16:59:00.000,3.3417897,-76.530602798,87.0,2.0,4.0,4.0,65.0
21,F-KOM,2019-10-07T17:00:02.000,3.3417897,-76.530602798,87.0,,4.0,4.0,65.0
22,F-KOM,2019-10-07T17:01:02.000,3.3417897,-76.530602798,87.0,3.0,5.0,4.0,65.0
23,F-KOM,2019-10-07T17:02:02.000,3.3417897,-76.530602798,88.0,2.0,,4.0,65.0
24,F-KOM,2019-10-07T17:03:02.000,3.3417897,-76.530602798,88.0,1.0,2.0,2.0,64.0
25,F-KOM,2019-10-07T17:04:02.000,3.3417897,-76.530602798,88.0,1.0,3.0,2.0,64.0
26,F-KOM,2019-10-07T17:05:02.000,3.3417897,-76.530602798,88.0,2.0,4.0,3.0,64.0
27,F-KOM,2019-10-07T17:06:02.000,3.3417897,-76.530602798,88.0,3.0,7.0,6.0,64.0
28,F-KOM,2019-10-07T17:07:02.000,3.3417897,-76.530602798,90.0,3.0,,,64.0
29,F-KOM,2019-10-07T17:08:02.000,3.3417897,-76.530602798,93.0,0.0,3.0,2.0,61.0
30,F-KOM,2019-10-07T17:09:02.000,3.3417897,-76.530602798,94.0,0.0,1.0,1.0,59.0
31,F-KOM,2019-10-07T17:10:02.000,3.3417897,-76.530602798,,0.0,1.0,1.0,58.0
32,F-KOM,2019-10-07T17:11:02.000,3.3417897,-76.530602798,96.0,0.0,1.0,0.0,57.0
33,F-KOM,2019-10-07T17:12:02.000,3.3417897,-76.530602798,96.0,0.0,1.0,1.0,57.0
34,F-KOM,2019-10-07T17:13:02.000,3.3417897,-76.530602798,97.0,1.0,,2.0,57.0
35,F-KOM,2019-10-07T17:14:02.000,3.3417897,-76.530602798,97.0,0.0,2.0,2.0,56.0
36,F-KOM,2019-10-07T17:15:02.000,3.3417897,-76.530602798,97.0,0.0,1.0,1.0,56.0
37,F-KOM,2019-10-07T17:16:02.000,3.3417897,-76.530602798,,0.0,1.0,1.0,56.0
38,F-KOM,2019-10-07T17:17:02.000,3.3417897,-76.530602798,98.0,0.0,1.0,1.0,56.0
39,F-KOM,2019-10-07T17:18:02.000,3.3417897,-76.530602798,98.0,,1.0,1.0,56.0
40,F-KOM,2019-10-07T17:19:02.000,3.3417897,-76.530602798,98.0,0.0,2.0,1.0,56.0
41,F-KOM,2019-10-07T17:20:02.000,3.3417897,-76.530602798,97.0,1.0,3.0,2.0,56.0
42,F-KOM,2019-10-07T17:21:02.000,3.3417897,-76.530602798,97.0,0.0,3.0,2.0,56.0
43,F-KOM,2019-10-07T17:22:02.000,3.3417897,-76.530602798,97.0,0.0,1.0,1.0,55.0
44,F-KOM,2019-10-07T17:23:02.000,3.3417897,-76.530602798,97.0,0.0,2.0,1.0,55.0
45,F-KOM,2019-10-07T17:24:02.000,3.3417897,-76.530602798,97.0,0.0,1.0,1.0,55.0
46,F-KOM,2019-10-07T17:25:02.000,3.3417897,-76.530602798,97.0,0.0,2.0,2.0,56.0
47,F-KOM,2019-10-07T17:26:02.000,3.3417897,-76.530602798,96.0,0.0,2.0,1.0,56.0
48,F-KOM,2019-10-07T17:27:02.000,3.3417897,-76.530602798,96.0,0.0,1.0,0.0,56.0
49,F-KOM,2019-10-07T17:28:02.000,3.3417897,-76.530602798,96.0,0.0,0.0,0.0,56.0
50,F-KOM,2019-10-07T17:29:02.000,3.3417897,-76.530602798,95.0,0.0,0.0,0.0,56.0
51,F-KOM,2019-10-07T17:30:02.000,3.3417897,-76.530602798,95.0,0.0,0.0,0.0,56.0
52,F-KOM,2019-10-07T17:31:02.000,3.3417897,-76.530602798,95.0,0.0,1.0,1.0,57.0
53,F-KOM,2019-10-07T17:32:02.000,3.3417897,-76.530602798,95.0,0.0,2.0,1.0,57.0
54,F-KOM,2019-10-07T17:33:02.000,3.3417897,-76.530602798,95.0,0.0,2.0,1.0,57.0
55,F-KOM,2019-10-07T17:34:02.000,3.3417897,-76.530602798,95.0,0.0,1.0,0.0,57.0
56,F-KOM,2019-10-07T17:35:02.000,3.3417897,-76.530602798,95.0,0.0,2.0,2.0,57.0
57,F-KOM,2019-10-07T17:36:02.000,3.3417897,-76.530602798,,0.0,1.0,1.0,57.0
58,F-KOM,2019-10-07T17:37:02.000,3.3417897,-76.530602798,94.0,0.0,1.0,1.0,57.0
59,F-KOM,2019-10-07T17:38:02.000,3.3417897,-76.530602798,94.0,,2.0,2.0,57.0
60,F-KOM,2019-10-07T17:39:02.000,3.3417897,-76.530602798,94.0,0.0,,1.0,57.0
61,F-KOM,2019-10-07T17:40:02.000,3.3417897,-76.530602798,94.0,3.0,,6.0,57.0
62,F-KOM,2019-10-07T17:41:02.000,3.3417897,-76.530602798,94.0,3.0,,5.0,57.0
63,F-KOM,2019-10-07T17:42:02.000,3.3417897,-76.530602798,94.0,0.0,2.0,2.0,57.0
64,F-KOM,2019-10-07T17:43:02.000,3.3417897,-76.530602798,94.0,0.0,2.0,1.0,57.0
65,F-KOM,2019-10-07T17:44:02.000,3.3417897,-76.530602798,94.0,4.0,8.0,6.0,57.0
66,F-KOM,2019-10-07T17:45:02.000,3.3417897,-76.530602798,94.0,3.0,5.0,5.0,58.0
67,F-KOM,2019-10-07T17:46:02.000,3.3417897,-76.530602798,94.0,0.0,2.0,1.0,57.0
68,F-KOM,2019-10-07T17:47:02.000,3.3417897,-76.530602798,93.0,0.0,3.0,1.0,57.0
69,F-KOM,2019-10-07T17:48:02.000,3.3417897,-76.530602798,93.0,0.0,2.0,1.0,57.0
70,F-KOM,2019-10-07T17:49:02.000,3.3417897,-76.530602798,93.0,0.0,2.0,1.0,57.0
71,F-KOM,2019-10-07T17:50:02.000,3.3417897,-76.530602798,93.0,1.0,2.0,2.0,57.0
72,F-KOM,2019-10-07T17:51:02.000,3.3417897,-76.530602798,93.0,1.0,2.0,2.0,58.0
73,F-KOM,2019-10-07T17:52:02.000,3.3417897,-76.530602798,93.0,0.0,1.0,1.0,57.0
74,F-KOM,2019-10-07T17:53:02.000,3.3417897,-76.530602798,93.0,0.0,1.0,1.0,57.0
75,F-KOM,2019-10-07T17:54:02.000,3.3417897,-76.530602798,93.0,0.0,1.0,1.0,57.0
76,F-KOM,2019-10-07T17:55:02.000,3.3417897,-76.530602798,93.0,0.0,3.0,1.0,57.0
77,F-KOM,2019-10-07T17:56:02.000,3.3417897,-76.530602798,93.0,0.0,2.0,1.0,57.0
78,F-KOM,2019-10-07T17:57:02.000,3.3417897,-76.530602798,93.0,0.0,1.0,1.0,57.0
79,F-KOM,2019-10-07T17:58:02.000,3.3417897,-76.530602798,93.0,0.0,2.0,1.0,57.0
80,F-KOM,2019-10-07T17:59:02.000,3.3417897,-76.530602798,93.0,0.0,1.0,1.0,57.0
81,F-KOM,2019-10-07T18:00:02.000,3.3417897,-76.530602798,93.0,0.0,1.0,1.0,57.0
82,F-KOM,2019-10-07T18:01:03.000,3.3417897,-76.530602798,93.0,0.0,1.0,1.0,57.0
83,F-KOM,2019-10-07T18:02:03.000,3.3417897,-76.530602798,93.0,0.0,2.0,2.0,57.0
84,F-KOM,2019-10-07T18:03:03.000,3.3417897,-76.530602798,93.0,1.0,3.0,2.0,58.0
85,F-KOM,2019-10-07T18:04:03.000,3.3417897,-76.530602798,93.0,0.0,3.0,2.0,57.0
86,F-KOM,2019-10-07T18:05:03.000,3.3417897,-76.530602798,93.0,0.0,1.0,1.0,57.0
87,F-KOM,2019-10-07T18:06:03.000,3.3417897,-76.530602798,93.0,0.0,2.0,1.0,58.0
88,F-KOM,2019-10-07T18:07:03.000,3.3417897,-76.530602798,93.0,0.0,2.0,1.0,58.0
89,F-KOM,2019-10-07T18:08:03.000,3.3417897,-76.530602798,93.0,0.0,0.0,0.0,58.0
90,F-KOM,2019-10-07T18:09:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,0.0,58.0
91,F-KOM,2019-10-07T18:10:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,58.0
92,F-KOM,2019-10-07T18:11:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,58.0
93,F-KOM,2019-10-07T18:12:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,1.0,58.0
94,F-KOM,2019-10-07T18:13:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,1.0,58.0
95,F-KOM,2019-10-07T18:14:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,58.0
96,F-KOM,2019-10-07T18:15:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,58.0
97,F-KOM,2019-10-07T18:16:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,0.0,58.0
98,F-KOM,2019-10-07T18:17:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,1.0,58.0
99,F-KOM,2019-10-07T18:18:03.000,3.3417897,-76.530602798,92.0,1.0,2.0,2.0,58.0
100,F-KOM,2019-10-07T18:19:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,2.0,58.0
101,F-KOM,2019-10-07T18:20:03.000,3.3417897,-76.530602798,92.0,2.0,4.0,3.0,59.0
102,F-KOM,2019-10-07T18:21:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,0.0,58.0
103,F-KOM,2019-10-07T18:22:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,0.0,58.0
104,F-KOM,2019-10-07T18:23:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,58.0
105,F-KOM,2019-10-07T18:24:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,59.0
106,F-KOM,2019-10-07T18:25:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,2.0,59.0
107,F-KOM,2019-10-07T18:26:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,1.0,59.0
108,F-KOM,2019-10-07T18:27:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,59.0
109,F-KOM,2019-10-07T18:28:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,0.0,59.0
110,F-KOM,2019-10-07T18:29:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,59.0
111,F-KOM,2019-10-07T18:30:03.000,3.3417897,-76.530602798,92.0,1.0,2.0,2.0,59.0
112,F-KOM,2019-10-07T18:31:03.000,3.3417897,-76.530602798,92.0,1.0,3.0,2.0,59.0
113,F-KOM,2019-10-07T18:32:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,1.0,59.0
114,F-KOM,2019-10-07T18:33:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,59.0
115,F-KOM,2019-10-07T18:34:03.000,3.3417897,-76.530602798,92.0,0.0,1.0,1.0,59.0
116,F-KOM,2019-10-07T18:35:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,1.0,59.0
117,F-KOM,2019-10-07T18:36:03.000,3.3417897,-76.530602798,,0.0,1.0,0.0,59.0
118,F-KOM,2019-10-07T18:37:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,1.0,59.0
119,F-KOM,2019-10-07T18:38:03.000,3.3417897,-76.530602798,92.0,0.0,2.0,1.0,59.0
120,F-KOM,2019-10-07T18:39:03.000,3.3417897,-76.530602798,92.0,1.0,4.0,3.0,59.0
121,F-KOM,2019-10-07T18:40:03.000,3.3417897,-76.530602798,91.0,3.0,5.0,4.0,59.0
122,F-KOM,2019-10-07T18:41:03.000,3.3417897,-76.530602798,91.0,2.0,4.0,4.0,60.0
123,F-KOM,2019-10-07T18:42:03.000,3.3417897,-76.530602798,91.0,2.0,4.0,4.0,60.0
124,F-KOM,2019-10-07T18:43:03.000,3.3417897,-76.530602798,91.0,1.0,3.0,2.0,60.0
125,F-KOM,2019-10-07T18:44:03.000,3.3417897,-76.530602798,91.0,0.0,3.0,1.0,60.0
126,F-KOM,2019-10-07T18:45:03.000,3.3417897,-76.530602798,91.0,0.0,2.0,2.0,60.0
127,F-KOM,2019-10-07T18:46:03.000,3.3417897,-76.530602798,91.0,1.0,3.0,2.0,60.0
128,F-KOM,2019-10-07T18:47:03.000,3.3417897,-76.530602798,91.0,1.0,3.0,2.0,60.0
129,F-KOM,2019-10-07T18:48:03.000,3.3417897,-76.530602798,91.0,0.0,3.0,2.0,60.0
130,F-KOM,2019-10-07T18:49:03.000,3.3417897,-76.530602798,91.0,1.0,4.0,3.0,60.0
131,F-KOM,2019-10-07T18:50:03.000,3.3417897,-76.530602798,91.0,2.0,4.0,3.0,60.0
132,F-KOM,2019-10-07T18:51:03.000,3.3417897,-76.530602798,91.0,2.0,5.0,3.0,60.0
133,F-KOM,2019-10-07T18:52:03.000,3.3417897,-76.530602798,91.0,1.0,3.0,2.0,60.0
134,F-KOM,2019-10-07T18:53:03.000,3.3417897,-76.530602798,91.0,2.0,5.0,4.0,61.0
135,F-KOM,2019-10-07T18:54:03.000,3.3417897,-76.530602798,91.0,1.0,4.0,3.0,61.0
136,F-KOM,2019-10-07T18:55:03.000,3.3417897,-76.530602798,91.0,0.0,2.0,2.0,61.0
137,F-KOM,2019-10-07T18:56:03.000,3.3417897,-76.530602798,91.0,1.0,5.0,3.0,61.0
138,F-KOM,2019-10-07T18:57:03.000,3.3417897,-76.530602798,91.0,2.0,3.0,3.0,61.0
