Sesion,Timestamp,Latitud,Longitud,PM2.5
M-I-AM-05NOV19-CLA,2019-11-05 10:47:16.108,3.3676285000000004,-76.53067370000001,1.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:17.104,3.3675957999999997,-76.5306122,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:18.102,3.3675571000000004,-76.53054770000001,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:19.107,3.3675571000000004,-76.53054770000001,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:20.105,3.3674736000000003,-76.5304247,1.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:21.103,3.3674144,-76.53036390000001,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:22.106,3.3673421,-76.53030550000001,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:23.107,3.3672502,-76.53027270000001,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:24.102,3.3671493999999997,-76.5302571,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:25.107,3.3671493999999997,-76.5302571,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:26.107,3.3671493999999997,-76.5302571,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:27.103,3.3671493999999997,-76.5302571,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:28.107,3.3668529,-76.5302036,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:29.106,3.3668379,-76.5302219,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:30.103,3.3668409,-76.5302251,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:31.114,3.3668757000000005,-76.53023470000001,1.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:32.106,3.3668757000000005,-76.53023470000001,1.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:33.105,3.3668992999999996,-76.5302401,1.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:34.112,3.3669187999999997,-76.53024520000001,1.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:35.350,3.3669298999999997,-76.53024920000001,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:36.103,3.3669298999999997,-76.53024920000001,0.0
M-I-AM-05NOV19-CLA,2019-11-05 10:47:37.106,3.3669298999999997,-76.53024920000001,1.0
