Sesion,Timestamp,Latitud,Longitud,PM2.5
M-I-AM-07NOV19-CLA,2019-11-07 06:05:11.823,3.3679977999999995,-76.5297824,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:12.825,3.3679224000000003,-76.5297915,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:13.823,3.3678467000000003,-76.5297985,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:14.825,3.367775,-76.5298029,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:15.822,3.3677068999999995,-76.52980440000002,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:16.823,3.3676421000000003,-76.52980629999999,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:17.823,3.3676421000000003,-76.52980629999999,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:18.825,3.3675141,-76.5298015,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:19.825,3.3674501000000006,-76.52980040000001,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:20.823,3.3673979,-76.52980579999999,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:21.828,3.3673512000000003,-76.52981700000001,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:22.823,3.3673066,-76.5298348,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:24.070,3.3673066,-76.5298348,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:24.827,3.3672236000000004,-76.5298748,15.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:25.826,3.3671879000000002,-76.52989409999999,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:26.825,3.3671617,-76.529913,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:27.826,3.3671432999999995,-76.5299302,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:28.823,3.3671284,-76.5299464,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:29.823,3.3671284,-76.5299464,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:30.823,3.3671047999999995,-76.52997020000001,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:31.826,3.3670882000000004,-76.5299797,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:32.827,3.3670882000000004,-76.5299797,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:33.826,3.3670598,-76.5299941,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:34.826,3.3670267999999997,-76.5300133,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:35.826,3.3669952000000003,-76.53003029999999,17.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:36.823,3.3669952000000003,-76.53003029999999,17.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:37.826,3.3669214,-76.53008609999999,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:38.825,3.3668824999999996,-76.5301194,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:39.823,3.3668462999999997,-76.5301503,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:40.826,3.3668147000000004,-76.5301748,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:41.826,3.3667904,-76.5301937,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:42.827,3.3667759,-76.5302029,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:43.823,3.3667705000000003,-76.530202,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:44.826,3.3667703,-76.5301971,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:45.825,3.3667707,-76.5301914,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:46.826,3.3667724999999997,-76.530186,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:47.825,3.3667724999999997,-76.530186,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:48.823,3.3667769,-76.53017390000001,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:49.823,3.3667786,-76.5301685,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:50.821,3.3667647000000005,-76.5301675,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:51.826,3.3667352,-76.53017559999999,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:53.071,3.3666928,-76.5301963,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:53.827,3.3666928,-76.5301963,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:54.825,3.3665947,-76.530273,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:55.826,3.3665377999999997,-76.53031920000001,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:56.826,3.3664706,-76.5303635,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:57.826,3.3664042000000003,-76.530405,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:58.826,3.3663418,-76.5304407,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:05:59.825,3.3663418,-76.5304407,17.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:00.825,3.3662351999999998,-76.5304995,17.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:01.825,3.3661834,-76.53052729999999,17.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:02.823,3.366138,-76.5305525,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:03.826,3.366138,-76.5305525,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:05.072,3.3660794000000003,-76.5305865,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:05.830,3.3660553999999996,-76.53061009999999,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:06.823,3.3660553999999996,-76.53061009999999,17.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:07.825,3.3660455999999996,-76.5306262,17.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:08.821,3.3660455999999996,-76.5306262,16.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:09.823,3.3660508,-76.5306287,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:10.825,3.3660508,-76.5306287,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:11.825,3.3660589999999995,-76.53062709999999,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:12.825,3.3660629999999996,-76.5306257,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:13.823,3.3660629999999996,-76.5306257,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:14.823,3.3660664,-76.5306241,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:15.826,3.3660665,-76.5306241,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:17.070,3.3660666,-76.530624,19.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:17.823,3.3660666,-76.530624,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:18.825,3.3660697,-76.53062129999999,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:20.075,3.3660752,-76.5306138,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:21.071,3.3660748,-76.5306083,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:22.071,3.366072,-76.5306054,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:22.825,3.3660593,-76.53061690000001,18.0
M-I-AM-07NOV19-CLA,2019-11-07 06:06:23.825,3.3660593,-76.53061690000001,18.0
