Sesion,Timestamp,Latitud,Longitud,PM2.5
M-O-PM-05NOV19-DMR,2019-11-05 17:48:31.145,3.3432891000000002,-76.5299605,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:32.125,3.3432977999999998,-76.5299641,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:33.181,3.3433101,-76.52996999999999,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:34.144,3.3433101,-76.52996999999999,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:35.153,3.3433101,-76.52996999999999,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:36.112,3.343318,-76.529986,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:37.182,3.343322,-76.53000420000001,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:38.160,3.343322,-76.53000420000001,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:39.225,3.3433238,-76.5300244,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:40.198,3.3433238,-76.5300335,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:41.092,3.3433238,-76.5300335,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:42.157,3.3433238,-76.5300335,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:43.123,3.3433214999999996,-76.5300498,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:44.127,3.3433205000000004,-76.53006090000001,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:45.163,3.343322,-76.5300726,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:46.200,3.3433308,-76.5300966,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:47.149,3.3433308,-76.5300966,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:48.114,3.3433308,-76.5300966,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:49.127,3.3433493999999997,-76.53011109999998,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:50.158,3.3433582000000004,-76.5301187,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:51.119,3.3433582000000004,-76.5301187,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:52.151,3.3433718999999997,-76.530128,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:53.203,3.3433851000000003,-76.5301395,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:54.154,3.3433851000000003,-76.5301395,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:55.154,3.3433913,-76.5301511,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:56.130,3.3433913,-76.5301511,5.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:57.180,3.3434038999999998,-76.53017129999999,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:58.149,3.3434038999999998,-76.53017129999999,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:48:59.118,3.3434112999999996,-76.5301806,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:00.173,3.3434182,-76.5301875,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:01.154,3.3434182,-76.5301875,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:02.127,3.3434182,-76.5301875,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:03.137,3.3434343999999996,-76.53021070000001,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:04.126,3.3434428,-76.5302267,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:05.164,3.3434595999999996,-76.5302532,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:06.167,3.3434708,-76.53026109999999,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:07.146,3.3434708,-76.53026109999999,4.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:08.140,3.3434708,-76.53026109999999,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:09.112,3.3434885999999997,-76.5302711,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:10.180,3.3434885999999997,-76.5302711,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:11.153,3.3435023999999998,-76.5302843,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:12.111,3.3435023999999998,-76.5302843,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:13.096,3.3435243999999997,-76.5302906,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:14.125,3.3435243999999997,-76.5302906,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:15.170,3.3435615,-76.53029529999999,3.0
M-O-PM-05NOV19-DMR,2019-11-05 17:49:16.144,3.3435615,-76.53029529999999,2.0
